index,time
3123,2020-07-24 17:40:08.282
3124,2020-07-24 17:40:23.992
3125,2020-07-24 17:40:24.270
3126,2020-07-24 17:40:46.996
3127,2020-07-24 17:40:53.370
3128,2020-07-24 17:40:54.719
3129,2020-07-24 17:40:58.905
3130,2020-07-24 17:41:02.275
3131,2020-07-24 17:41:02.376
3132,2020-07-24 17:41:19.341
3133,2020-07-24 17:41:26.317
3134,2020-07-24 17:41:43.320
3135,2020-07-24 17:42:00.103
3136,2020-07-24 17:42:04.441
3137,2020-07-24 17:42:07.603
3138,2020-07-24 17:42:16.816
3139,2020-07-24 17:42:44.227
3140,2020-07-24 17:43:19.187
3141,2020-07-24 17:43:20.773
3142,2020-07-24 17:43:41.284
3143,2020-07-24 17:44:15.612
3144,2020-07-24 17:45:12.729
3145,2020-07-24 17:45:44.906
3146,2020-07-24 17:46:20.059
3147,2020-07-24 17:46:28.405
3148,2020-07-24 17:46:31.049
3149,2020-07-24 17:46:40.426
3150,2020-07-24 17:46:49.242
3151,2020-07-24 17:46:55.036
3152,2020-07-24 17:46:55.127
3153,2020-07-24 17:47:41.990
3154,2020-07-24 17:47:49.007
3155,2020-07-24 17:48:03.037
3156,2020-07-24 17:48:49.875
3157,2020-07-24 17:48:53.299
3158,2020-07-24 17:49:01.568
3159,2020-07-24 17:49:01.869
3160,2020-07-24 17:49:16.752
3161,2020-07-24 17:49:30.555
3162,2020-07-24 17:49:44.853
3163,2020-07-24 17:50:26.396
3164,2020-07-24 17:50:28.219
3165,2020-07-24 17:50:43.745
3166,2020-07-24 17:51:02.311
3167,2020-07-24 17:51:14.031
3168,2020-07-24 17:51:26.266
3169,2020-07-24 17:53:17.074
3170,2020-07-24 17:53:21.917
3171,2020-07-24 17:53:26.667
3172,2020-07-24 17:53:41.367
3173,2020-07-24 17:54:16.180
3174,2020-07-24 17:54:16.685
3175,2020-07-24 17:54:35.515
3176,2020-07-24 17:54:47.306
3177,2020-07-24 17:54:50.687
3178,2020-07-24 17:55:17.572
3179,2020-07-24 17:55:30.619
3180,2020-07-24 17:55:56.357
3181,2020-07-24 17:56:01.771
3182,2020-07-24 17:56:24.673
3183,2020-07-24 17:56:47.246
3184,2020-07-24 17:56:52.759
3185,2020-07-24 17:57:29.817
3186,2020-07-24 17:57:34.943
3187,2020-07-24 17:57:38.241
3188,2020-07-24 17:58:01.749
3189,2020-07-24 17:58:14.637
3190,2020-07-24 17:58:36.486
3191,2020-07-24 17:58:47.630
3192,2020-07-24 17:58:58.258
3193,2020-07-24 17:59:24.047
3194,2020-07-24 17:59:39.953
3195,2020-07-24 17:59:40.898
3196,2020-07-24 17:59:45.825
3197,2020-07-24 18:00:16.631
3198,2020-07-24 18:00:47.083
3199,2020-07-24 18:01:01.626
3200,2020-07-24 18:01:07.419
3201,2020-07-24 18:01:11.235
3202,2020-07-24 18:01:21.007
3203,2020-07-24 18:01:34.683
3204,2020-07-24 18:01:42.892
3205,2020-07-24 18:01:57.694
3206,2020-07-24 18:02:01.685
3207,2020-07-24 18:02:12.301
3208,2020-07-24 18:02:14.729
3209,2020-07-24 18:02:21.180
3210,2020-07-24 18:02:23.356
3211,2020-07-24 18:02:57.019
3212,2020-07-24 18:04:04.734
3213,2020-07-24 18:04:09.540
3214,2020-07-24 18:05:06.661
3215,2020-07-24 18:05:49.093
3216,2020-07-24 18:06:09.631
3217,2020-07-24 18:06:36.678
3218,2020-07-24 18:08:06.391
3219,2020-07-24 18:08:09.782
3220,2020-07-24 18:08:20.214
3221,2020-07-24 18:09:11.457
3222,2020-07-24 18:09:23.451
3223,2020-07-24 18:09:34.077
3224,2020-07-24 18:09:39.947
3225,2020-07-24 18:09:42.135
3226,2020-07-24 18:10:10.564
3227,2020-07-24 18:10:25.593
3228,2020-07-24 18:10:41.673
3229,2020-07-24 18:11:06.525
3230,2020-07-24 18:11:08.768
3231,2020-07-24 18:11:19.809
3232,2020-07-24 18:11:20.620
3233,2020-07-24 18:11:28.024
3234,2020-07-24 18:11:32.632
3235,2020-07-24 18:12:08.712
3236,2020-07-24 18:12:18.105
3237,2020-07-24 18:12:26.901
3238,2020-07-24 18:12:58.736
3239,2020-07-24 18:13:12.751
3240,2020-07-24 18:13:27.508
3241,2020-07-24 18:14:13.404
3242,2020-07-24 18:14:21.622
3243,2020-07-24 18:14:23.363
3244,2020-07-24 18:14:26.783
3245,2020-07-24 18:14:40.668
3246,2020-07-24 18:14:48.851
3247,2020-07-24 18:14:50.153
3248,2020-07-24 18:14:53.637
3249,2020-07-24 18:14:57.828
3250,2020-07-24 18:15:46.271
3251,2020-07-24 18:16:03.907
3252,2020-07-24 18:16:16.868
3253,2020-07-24 18:16:36.909
3254,2020-07-24 18:16:54.238
3255,2020-07-24 18:17:01.164
3256,2020-07-24 18:17:09.693
3257,2020-07-24 18:17:19.538
3258,2020-07-24 18:17:40.701
3259,2020-07-24 18:17:49.107
3260,2020-07-24 18:18:01.604
3261,2020-07-24 18:18:39.390
3262,2020-07-24 18:19:02.395
3263,2020-07-24 18:19:13.763
3264,2020-07-24 18:19:17.956
3265,2020-07-24 18:19:21.565
3266,2020-07-24 18:20:01.556
3267,2020-07-24 18:20:30.076
3268,2020-07-24 18:21:09.928
3269,2020-07-24 18:21:29.652
3270,2020-07-24 18:21:30.733
3271,2020-07-24 18:21:35.404
3272,2020-07-24 18:21:35.905
3273,2020-07-24 18:22:06.207
3274,2020-07-24 18:23:06.015
3275,2020-07-24 18:23:06.255
3276,2020-07-24 18:23:18.002
3277,2020-07-24 18:24:08.890
3278,2020-07-24 18:24:29.233
3279,2020-07-24 18:25:01.287
3280,2020-07-24 18:25:20.208
3281,2020-07-24 18:25:32.045
3282,2020-07-24 18:25:33.046
3283,2020-07-24 18:25:38.314
3284,2020-07-24 18:25:54.254
3285,2020-07-24 18:26:09.933
3286,2020-07-24 18:26:54.378
3287,2020-07-24 18:26:54.502
3288,2020-07-24 18:27:58.145
3289,2020-07-24 18:28:23.652
3290,2020-07-24 18:28:36.475
3291,2020-07-24 18:28:44.235
